,City Name,Latitude,Longitude,Maximum Temp,Humidity,Cloud Coverage,Wind Speed,Country,Date and Time
315,bukachacha,52.9833,116.9167,65.21,67,100,2.21,RU,1628741118
316,cayenne,4.9333,-52.3333,76.08,89,0,0.0,GF,1628741119
317,buluang,13.3068,123.3425,89.74,60,100,3.51,PH,1628741119
318,muros,42.7762,-9.0603,64.99,93,10,7.18,ES,1628741120
319,ilulissat,69.2167,-51.1,46.42,76,75,1.14,GL,1628741120
320,curup,-3.4667,102.5333,82.63,38,97,3.85,ID,1628741121
321,pochutla,15.7432,-96.4661,73.22,91,18,3.67,MX,1628741121
322,starobaltachevo,56.0013,55.9213,63.34,52,31,8.75,RU,1628741121
323,washington,47.5001,-120.5015,88.29,35,31,5.5,US,1628741043
324,sisophon,13.5859,102.9737,91.54,55,95,8.39,KH,1628741122
325,faanui,-16.4833,-151.75,78.82,73,9,13.35,PF,1628741122
326,oistins,13.0667,-59.5333,80.69,78,40,14.97,BB,1628741123
327,tambun,-6.2641,107.0712,89.64,43,5,9.22,ID,1628741124
328,tucurui,-3.7661,-49.6725,73.15,92,25,4.09,BR,1628741124
329,havre-saint-pierre,50.2334,-63.5986,61.25,98,80,12.37,CA,1628741125
330,sur,22.5667,59.5289,90.32,55,8,4.25,OM,1628741125
331,palmer,42.1584,-72.3287,79.93,79,1,3.44,US,1628741126
332,sorland,67.667,12.6934,54.48,93,100,7.43,NO,1628741126
333,trinidad,-14.8333,-64.9,65.73,42,63,8.59,BO,1628741126
334,chaumont,48.1167,5.1333,57.49,88,31,3.2,FR,1628741127
335,hotaka,36.3396,137.8825,82.13,74,100,1.86,JP,1628741127
336,provideniya,64.3833,-173.3,41.11,81,90,8.95,RU,1628741129
337,ucluelet,48.9329,-125.5528,78.04,86,96,1.41,CA,1628740958
338,talcahuano,-36.7167,-73.1167,40.68,93,0,3.44,CL,1628741115
339,lebu,-37.6167,-73.65,47.01,75,0,5.08,CL,1628741134
340,inverness,57.4791,-4.224,46.98,95,0,4.61,GB,1628741134
341,garissa,-0.4536,39.6401,72.63,72,76,12.86,KE,1628741138
342,slave lake,55.2834,-114.769,54.7,67,30,7.14,CA,1628741139
343,cumberland,35.0502,-78.8664,81.57,82,1,4.61,US,1628740957
344,souillac,-20.5167,57.5167,74.35,86,25,11.65,MU,1628740867
345,airai,-8.9266,125.4092,77.23,43,31,6.78,TL,1628741140
346,chapais,49.7834,-74.8492,67.53,92,8,8.77,CA,1628741140
347,lamas,-6.4167,-76.5333,63.14,96,92,3.31,PE,1628741141
348,ruthen,51.4909,8.436,57.07,82,0,3.44,DE,1628741141
349,garowe,8.4054,48.4845,74.41,67,53,20.98,SO,1628741142
350,vallenar,-28.5708,-70.7581,51.22,82,2,1.32,CL,1628741142
351,nedjo,9.5046,35.5019,56.95,98,78,1.68,ET,1628741143
352,kapoeta,4.7717,33.5903,69.89,85,10,1.5,SS,1628741143
353,ajra,16.1167,74.2,74.41,80,97,9.55,IN,1628741143
354,avera,33.194,-82.5271,76.51,85,77,7.23,US,1628741144
355,linden,6.0,-58.3,75.34,97,100,1.14,GY,1628741144
356,pangnirtung,66.1451,-65.7125,47.44,70,99,10.76,CA,1628741145
357,jalu,29.0331,21.5482,81.82,52,0,3.38,LY,1628741145
358,dharchula,29.85,80.5333,81.07,76,97,4.29,IN,1628741145
359,somerset east,-32.7217,25.588,43.9,63,5,7.87,ZA,1628741146
360,xiaoshi,41.2971,124.1209,66.22,89,100,2.21,CN,1628741146
361,magnitogorsk,53.4186,59.0472,58.03,67,4,13.42,RU,1628741147
362,saint-leu,-21.15,55.2833,70.66,73,2,5.59,RE,1628741147
363,hambantota,6.1241,81.1185,82.74,83,75,12.66,LK,1628741148
364,lourdes,43.1,-0.05,65.68,88,99,3.44,FR,1628741148
365,takanosu,40.2219,140.3694,78.42,64,94,2.1,JP,1628741149
366,manokwari,-0.8667,134.0833,83.41,70,96,7.31,ID,1628741150
367,vestmannaeyjar,63.4427,-20.2734,54.73,81,99,8.55,IS,1628741150
368,kirakira,-10.4544,161.9205,80.01,84,84,14.38,SB,1628741150
369,benghazi,32.1167,20.0667,81.23,77,0,10.78,LY,1628740933
370,antofagasta,-23.65,-70.4,56.48,79,96,6.24,CL,1628741151
371,shubarkuduk,49.1447,56.4872,68.49,39,0,17.56,KZ,1628741151
372,padang,-0.9492,100.3543,84.25,69,88,4.34,ID,1628741152
373,saint george,37.1041,-113.5841,90.43,31,1,1.99,US,1628741153
374,cherskiy,68.75,161.3,68.92,31,69,5.7,RU,1628741153
375,ritchie,-29.038,24.6028,42.53,61,0,9.93,ZA,1628741154
376,celestun,20.8667,-90.4,76.75,79,44,9.37,MX,1628741154
377,murray bridge,-35.1167,139.2667,63.48,58,23,10.98,AU,1628741155
378,yar-sale,66.8333,70.8333,63.97,52,90,7.99,RU,1628741155
379,rwamagana,-1.9487,30.4347,65.64,72,84,2.62,RW,1628741156
380,moyale,3.5167,39.0584,63.25,69,69,7.25,KE,1628741156
381,presidencia roque saenz pena,-26.7852,-60.4388,45.21,45,96,5.21,AR,1628741156
382,qasigiannguit,68.8193,-51.1922,46.65,88,99,6.49,GL,1628741158
383,tecoanapa,16.5167,-98.75,78.13,83,15,4.45,MX,1628741158
384,juxtlahuaca,17.4294,-99.1467,68.81,97,100,1.92,MX,1628741159
385,kamenka,51.3223,42.7678,78.66,37,72,16.44,RU,1628741159
386,cabo rojo,18.0866,-67.1457,81.68,83,100,8.08,PR,1628741005
387,vao,-22.6667,167.4833,68.02,58,32,20.0,NC,1628741160
388,chaoyang,41.5703,120.4586,76.91,59,21,5.48,CN,1628741160
389,port macquarie,-31.4333,152.9167,66.16,74,62,10.29,AU,1628741162
390,trier,49.7557,6.6394,63.43,92,96,1.5,DE,1628741163
391,san pedro,14.35,121.0167,86.36,74,100,2.73,PH,1628741163
392,porto santo,33.072,-16.3415,73.31,73,40,4.61,PT,1628741165
393,victoria,22.2855,114.1577,91.96,76,71,1.99,HK,1628741171
394,muisne,0.6,-80.0333,74.1,83,100,9.24,EC,1628741171
395,alyangula,-13.8483,136.4192,82.74,55,0,13.47,AU,1628741171
396,jiayuguan,39.8167,98.3,79.05,24,0,7.36,CN,1628741172
397,san vicente,-26.6167,-54.1333,46.72,77,71,4.32,AR,1628741172
398,chunoyar,57.4467,97.3217,62.87,81,100,2.21,RU,1628741051
399,saint-pierre,-21.3393,55.4781,71.28,71,75,8.05,RE,1628740834
400,dongsheng,39.8161,109.9776,77.16,23,21,1.72,CN,1628741173
401,sao joao da barra,-21.6403,-41.0511,68.05,81,4,11.99,BR,1628740974
402,puerto el triunfo,13.2833,-88.55,83.32,85,100,3.2,SV,1628741175
403,ibara,34.6,133.4667,75.78,94,100,4.76,JP,1628741176
404,bali,-8.5,115.0,81.57,81,84,11.86,ID,1628741177
405,petropavlovsk-kamchatskiy,53.0452,158.6483,64.99,55,20,11.18,RU,1628740984
406,charleville-mezieres,49.7667,4.7167,60.48,90,100,2.64,FR,1628741179
407,hami,42.8,93.45,87.62,23,0,1.95,CN,1628740972
408,novoagansk,61.9449,76.6625,58.21,54,21,14.12,RU,1628741180
409,dunedin,-45.8742,170.5036,60.8,45,100,14.0,NZ,1628741181
410,mont-de-marsan,44.0,-0.6667,69.28,94,0,3.44,FR,1628741182
411,cockburn town,21.4612,-71.1419,82.56,71,20,23.47,TC,1628741182
412,salina cruz,16.1667,-95.2,79.36,78,14,10.25,MX,1628741183
413,chilca,-12.5211,-76.7372,60.96,85,75,7.18,PE,1628741183
414,penapolis,-21.4197,-50.0775,63.37,69,16,11.5,BR,1628741184
415,andenes,69.3143,16.1194,53.58,94,75,6.91,NO,1628741184
416,bezopasnoye,45.6483,41.936,70.41,79,100,4.52,RU,1628741184
417,batticaloa,7.7102,81.6924,83.03,68,100,1.21,LK,1628741185
418,kroonstad,-27.6504,27.2349,39.76,73,0,4.63,ZA,1628741185
419,dudinka,69.4058,86.1778,45.19,84,100,8.9,RU,1628741186
420,kumluca,36.3703,30.2869,83.39,43,0,7.58,TR,1628741186
421,tenenkou,14.4572,-4.9169,76.23,78,100,6.22,ML,1628741187
422,nizwa,22.9333,57.5333,93.6,33,2,2.68,OM,1628741187
423,betare oya,5.6,14.0833,66.16,99,100,5.64,CM,1628741188
424,bhadrachalam,17.6667,80.8833,86.65,68,100,3.83,IN,1628741188
425,khasan,42.4308,130.6434,67.41,85,100,14.72,RU,1628741189
426,ballina,-28.8667,153.5667,77.18,55,71,5.99,AU,1628741189
427,erdenet,49.0333,104.0833,70.09,58,88,5.7,MN,1628741190
428,turbat,26.0023,63.044,80.4,74,60,2.04,PK,1628741190
429,yorosso,12.3536,-4.7761,73.99,87,100,4.27,ML,1628741191
430,taltal,-25.4,-70.4833,54.86,84,33,2.24,CL,1628740904
431,urumqi,43.801,87.6005,85.15,25,0,6.71,CN,1628740957
432,balkanabat,39.5108,54.3671,95.32,13,23,9.22,TM,1628741192
433,singaparna,-7.3515,108.111,82.0,56,23,6.38,ID,1628741193
434,akdepe,42.0551,59.3788,87.89,27,0,5.17,TM,1628741194
435,bonthe,7.5264,-12.505,75.72,91,100,8.63,SL,1628741195
436,san cristobal,7.7669,-72.225,65.55,96,95,2.15,VE,1628741195
437,tera,14.0078,0.7531,77.52,74,100,9.95,NE,1628741196
438,turayf,31.6725,38.6637,77.86,42,0,9.15,SA,1628741196
439,linxia,35.6003,103.2064,74.82,38,99,4.36,CN,1628741196
440,port keats,-14.25,129.55,90.97,38,9,6.98,AU,1628741197
441,tazovskiy,67.4667,78.7,51.49,65,10,6.51,RU,1628741197
442,vostok,46.4856,135.8833,72.43,38,18,6.22,RU,1628741198
443,bambanglipuro,-7.95,110.2833,82.94,67,21,16.08,ID,1628741199
444,bereda,43.2686,-7.5406,61.14,100,88,1.14,ES,1628741200
445,krasnoselkup,65.7,82.4667,54.3,59,43,15.66,RU,1628741202
446,udachnyy,66.4167,112.4,71.46,38,97,15.21,RU,1628741203
447,dingzhou,38.5131,114.9956,80.4,71,100,3.27,CN,1628741203
448,ponnani,10.767,75.9252,76.32,78,100,8.3,IN,1628741204
449,egvekinot,66.3167,-179.1667,42.13,63,95,2.91,RU,1628741204
450,zhezkazgan,47.8043,67.7144,67.95,49,46,16.11,KZ,1628741204
451,peci,44.6272,16.7861,60.01,71,1,3.0,BA,1628741205
452,idrinskoye,54.3708,92.1358,71.89,66,6,5.41,RU,1628741205
453,porto novo,6.4965,2.6036,74.03,92,85,6.2,BJ,1628741206
454,saint-georges,12.0564,-61.7485,80.28,89,20,8.05,GD,1628741206
455,fort nelson,58.8053,-122.7002,58.87,59,84,2.86,CA,1628741207
456,rey bouba,8.6724,14.1786,72.01,97,100,3.36,CM,1628741208
457,brigantine,39.4101,-74.3646,79.02,91,50,10.45,US,1628741208
458,xining,36.6167,101.7667,68.79,45,100,3.09,CN,1628741209
459,san patricio,28.017,-97.5169,85.89,73,0,12.8,US,1628741209
460,kirkwood,38.5834,-90.4068,86.29,80,59,1.01,US,1628741210
461,phanom sarakham,13.7479,101.3553,87.69,65,67,8.88,TH,1628741211
462,kajaani,64.2273,27.7285,57.25,88,0,2.3,FI,1628741211
463,hoa binh,20.8133,105.3383,80.49,58,99,0.96,VN,1628741212
464,beyneu,45.3167,55.2,88.09,26,4,5.88,KZ,1628741212
465,iquique,-20.2208,-70.1431,59.22,73,15,1.9,CL,1628740970
466,itarema,-2.9248,-39.9167,78.87,83,5,15.35,BR,1628741213
467,sao domingos do prata,-19.865,-42.9683,60.49,61,14,3.8,BR,1628741213
468,ocos,14.5094,-92.1933,82.31,87,100,8.61,GT,1628741214
469,agadez,19.75,10.25,86.9,41,64,7.4,NE,1628741215
470,didi lilo,41.7361,44.9647,71.38,53,0,5.75,GE,1628741216
471,cuamba,-14.8031,36.5372,56.44,77,0,0.81,MZ,1628741218
472,namibe,-15.1961,12.1522,61.07,90,9,10.13,AO,1628741220
473,bonavista,48.6499,-53.1147,58.12,78,96,7.2,CA,1628741220
474,dekernes,31.0876,31.595,75.69,77,0,2.37,EG,1628741221
475,mount gambier,-37.8333,140.7667,55.31,76,40,18.41,AU,1628741221
476,podgornoye,51.735,39.1496,70.02,73,40,8.95,RU,1628741222
477,bull savanna,17.8868,-77.5902,77.29,78,100,2.66,JM,1628741222
478,quatre cocos,-20.2078,57.7625,74.08,83,31,11.9,MU,1628741222
479,ilebo,-4.3167,20.5833,74.41,57,51,1.14,CD,1628741223
480,roebourne,-20.7833,117.1333,76.26,19,0,19.3,AU,1628741224
481,lavrentiya,65.5833,-171.0,42.17,68,100,2.28,RU,1628741224
482,svetlogorsk,52.6333,29.7333,56.98,93,5,9.31,BY,1628741224
483,arys,42.4252,68.795,84.42,20,26,7.81,KZ,1628741225
484,kaseda,31.4167,130.3167,80.51,89,100,17.38,JP,1628741225
485,merrill,45.1805,-89.6835,65.59,86,1,3.44,US,1628741222
486,puerto madero,14.7208,-92.4215,79.0,78,40,5.75,MX,1628741226
487,pulandian,39.3953,121.9669,77.13,57,91,5.99,CN,1628741226
488,hobyo,5.3505,48.5268,77.07,82,39,20.42,SO,1628741175
489,lichuan,30.3,108.85,75.49,86,100,2.26,CN,1628741227
490,swabi,34.1199,72.4699,92.88,45,15,3.09,PK,1628741227
491,hun,29.1268,15.9477,82.42,23,0,4.36,LY,1628741228
492,bolobo,-2.1667,16.2333,72.27,70,45,3.58,CD,1628741228
493,sabang,5.8933,95.3214,83.01,72,98,18.28,ID,1628741228
494,wuxi,31.5689,120.2886,77.99,88,100,5.37,CN,1628741103
495,orneta,54.1148,20.1333,54.25,96,2,8.05,PL,1628741229
496,olafsvik,64.8945,-23.7142,54.5,83,7,6.98,IS,1628741229
497,khammam,17.25,80.15,88.61,58,100,6.64,IN,1628741230
498,baringo,0.4667,35.9667,67.53,79,66,3.11,KE,1628741230
499,vanimo,-2.6741,141.3028,85.78,67,50,9.73,PG,1628741230
500,chunskiy,56.0815,99.6342,73.18,45,95,4.34,RU,1628741231
501,santander,43.4647,-3.8044,68.31,92,90,1.99,ES,1628741231
502,gaffney,35.0718,-81.6498,77.32,74,99,2.55,US,1628741231
503,fort abbas,29.1925,72.8536,92.08,43,100,18.66,PK,1628741232
504,la peca,-5.6111,-78.435,66.18,89,79,2.82,PE,1628741232
505,buala,-8.145,159.5921,78.3,87,100,5.73,SB,1628741233
506,brae,60.3964,-1.353,55.31,96,100,11.18,GB,1628741233
507,teahupoo,-17.8333,-149.2667,69.76,79,89,15.01,PF,1628741234
508,atikokan,48.7555,-91.6216,68.36,42,86,12.55,CA,1628741234
509,santa rosalia,27.3167,-112.2833,83.37,71,80,4.16,MX,1628741235
510,manta,-0.95,-80.7333,71.38,88,90,10.36,EC,1628741235
511,hatillo,18.4863,-66.8254,81.79,88,100,9.57,PR,1628741236
512,inirida,3.8653,-67.9239,73.06,99,100,2.93,CO,1628741236
513,skjervoy,70.0311,20.9714,55.4,96,100,5.17,NO,1628741237
514,ust-uda,54.1742,103.0304,79.95,39,32,4.63,RU,1628741237
515,melilla,35.2937,-2.9383,73.78,94,90,0.0,ES,1628741237
516,preobrazheniye,42.9019,133.9064,64.15,72,100,9.57,RU,1628741238
517,rio grande,-32.035,-52.0986,34.95,74,1,5.37,BR,1628741238
518,victor harbor,-35.5667,138.6167,61.72,77,16,1.01,AU,1628741239
519,nemuro,43.3236,145.575,60.6,66,38,2.64,JP,1628741239
520,bailieborough,53.9167,-6.9667,46.18,95,84,7.4,IE,1628741240
521,aklavik,68.2191,-135.0107,61.75,57,90,1.79,CA,1628741240
522,haines junction,60.7522,-137.5108,46.09,86,100,5.61,CA,1628741241
523,kungurtug,50.5994,97.5228,58.46,87,100,2.53,RU,1628741241
524,kropotkin,45.4375,40.5756,71.65,90,100,1.86,RU,1628741242
525,plettenberg bay,-34.0527,23.3716,53.02,90,84,17.67,ZA,1628741242
526,edd,13.9297,41.6925,91.53,55,81,2.44,ER,1628741243
527,antsla,57.8256,26.5406,58.75,98,100,2.19,EE,1628741243
528,kazanka,47.8462,32.8218,68.31,55,95,12.21,UA,1628741243
529,karaton,-6.3424,106.1045,87.96,49,14,0.94,ID,1628741244
530,saint-gabriel,46.3001,-73.3824,73.83,96,89,3.2,CA,1628741244
531,romny,50.751,33.4747,65.26,65,8,9.62,UA,1628741245
532,riohacha,11.5444,-72.9072,79.32,85,45,1.99,CO,1628741245
533,mullovka,54.2,49.4,68.11,45,1,9.6,RU,1628741245
534,grand gaube,-20.0064,57.6608,74.37,79,10,5.99,MU,1628741246
535,cavaillon,43.8312,5.0359,70.99,83,0,4.61,FR,1628741246
536,seoul,37.5683,126.9778,90.79,53,100,2.53,KR,1628741128
537,znamenka,52.4167,41.4311,78.51,39,100,15.37,RU,1628741247
538,mangochi,-14.4782,35.2645,60.06,75,0,4.97,MW,1628741247
539,thinadhoo,0.5333,72.9333,82.69,72,86,11.1,MV,1628741247
540,korla,41.7597,86.1469,88.56,19,4,8.34,CN,1628741248
541,kailua,21.4022,-157.7394,84.18,71,40,9.22,US,1628741248
542,rio gallegos,-51.6226,-69.2181,46.45,57,0,18.41,AR,1628741151
543,inuvik,68.3499,-133.7218,61.41,56,75,6.49,CA,1628741249
544,teguise,29.0605,-13.564,68.22,78,90,10.36,ES,1628741249
545,alice springs,-23.7,133.8833,63.95,32,0,17.27,AU,1628741249
546,caucaia,-3.7361,-38.6531,80.55,72,75,19.57,BR,1628741250
547,jumla,29.2747,82.1838,72.55,70,61,5.14,NP,1628741251
548,qobustan,40.0824,49.412,84.31,37,14,5.28,AZ,1628741251
549,ledyard,41.4398,-72.0142,78.24,82,1,3.44,US,1628741251
550,sambava,-14.2667,50.1667,69.39,78,78,8.95,MG,1628741252
551,puerto escondido,15.85,-97.0667,79.36,80,12,4.14,MX,1628741254
552,ginir,7.1333,40.7,57.65,86,12,8.34,ET,1628741254
553,asau,46.4333,26.4,63.75,74,92,2.26,RO,1628741254
554,banda aceh,5.5577,95.3222,85.82,63,100,12.91,ID,1628741255
555,margate,51.3813,1.3862,60.69,88,100,1.01,GB,1628741255
556,labelle,26.7617,-81.4384,79.99,87,95,4.12,US,1628741256
557,loandjili,-4.7561,11.8578,72.75,88,34,4.61,CG,1628741256
558,chernyshevskiy,63.0128,112.4714,77.16,32,9,2.13,RU,1628741257
559,yumen,40.2833,97.2,81.88,23,0,11.25,CN,1628741257
560,poum,-20.2333,164.0167,72.64,60,39,19.19,NC,1628741257
561,akhtanizovskaya,45.32,37.1,72.07,73,85,1.68,RU,1628741258
562,sioux lookout,50.1001,-91.917,62.01,57,96,10.18,CA,1628741258
563,dalbandin,28.8947,64.4101,94.73,7,0,7.56,PK,1628741259
564,mineiros,-17.5694,-52.5511,64.08,38,19,1.95,BR,1628741259
565,kruisfontein,-34.0033,24.7314,51.89,92,41,14.16,ZA,1628741260
566,kamaishi,39.2667,141.8833,67.66,94,100,3.36,JP,1628741260
567,pervomayskoye,43.919,46.7102,82.33,56,92,6.93,RU,1628741260
568,piacabucu,-10.4056,-36.4344,71.44,81,22,4.85,BR,1628741261
569,nobres,-14.7203,-56.3275,70.45,52,15,6.04,BR,1628741261
570,pullman,46.7313,-117.1796,86.23,31,1,1.01,US,1628741261
571,isangel,-19.55,169.2667,72.23,60,52,16.64,VU,1628741262
572,usinsk,65.9939,57.5281,61.77,61,100,17.94,RU,1628741263
573,mpika,-11.8343,31.4529,49.73,60,0,5.44,ZM,1628741263
574,jian,27.1172,114.9793,85.32,80,100,5.68,CN,1628741264
575,henties bay,-22.116,14.2845,54.86,90,8,5.73,NA,1628741264
576,lahij,13.1667,44.5833,83.91,51,70,4.47,YE,1628741265
577,chara,56.9064,118.2631,71.83,48,45,3.02,RU,1628741265
578,viedma,-40.8135,-62.9967,38.89,62,0,9.37,AR,1628741265
579,kon tum,14.35,108.0,82.83,70,97,4.56,VN,1628741266
580,monroe,43.1501,-77.6831,79.63,73,75,10.36,US,1628741207
581,marawi,7.9986,124.2928,76.64,54,26,5.93,PH,1628741266
582,ekhabi,53.5102,142.9671,68.04,51,23,12.59,RU,1628741267
583,tilichiki,60.4667,166.1,66.81,49,16,6.82,RU,1628741267
584,rawson,-43.3002,-65.1023,46.83,48,0,10.87,AR,1628741268
585,swellendam,-34.0226,20.4417,47.84,95,100,4.9,ZA,1628741268
586,zarumilla,-3.5031,-80.2731,68.79,85,100,3.04,PE,1628741269
587,arlit,18.7369,7.3853,89.01,41,60,15.95,NE,1628741269
588,nefteyugansk,61.0998,72.6035,59.25,54,20,14.09,RU,1628741269
589,dudestii vechi,46.05,20.4833,57.49,61,2,8.5,RO,1628741270
590,anloga,5.7947,0.8973,75.72,89,98,11.34,GH,1628741270
591,dukat,62.55,155.55,71.01,34,63,1.45,RU,1628741271
592,aloleng,16.1307,119.7824,81.18,74,100,1.03,PH,1628741271
593,hwange,-18.3693,26.5019,56.28,59,0,2.86,ZW,1628741272
594,mahon,39.8885,4.2658,77.56,88,0,5.75,ES,1628741272
595,gat,31.61,34.7642,80.4,74,0,3.83,IL,1628741273
596,tateyama,34.9833,139.8667,82.42,87,100,19.06,JP,1628741273
597,saint-francois,46.4154,3.9054,67.17,95,0,2.3,FR,1628741273
598,paray-le-monial,46.4546,4.1158,67.68,94,0,2.3,FR,1628741274
599,bandarbeyla,9.4942,50.8122,77.58,72,43,23.73,SO,1628741274
600,joshimath,30.5667,79.5667,78.75,68,18,5.37,IN,1628741275
601,ostersund,63.1792,14.6357,54.05,94,0,3.44,SE,1628741275
602,christchurch,-43.5333,172.6333,57.47,66,100,6.91,NZ,1628741107
603,shahr-e babak,30.1165,55.1186,81.72,10,0,3.91,IR,1628741276
604,lingyuan,41.24,119.4011,77.56,59,16,2.28,CN,1628741276
605,bagdarin,54.4333,113.6,58.35,97,100,2.26,RU,1628741277
606,burgeo,47.6167,-57.6152,62.55,94,94,0.63,CA,1628741277
607,galveston,29.3669,-94.9669,85.96,83,1,1.01,US,1628741278
608,maceio,-9.6658,-35.7353,72.84,94,90,2.3,BR,1628741278
609,ambilobe,-13.2,49.05,71.04,68,54,2.8,MG,1628741278
610,esperance,-33.8667,121.9,59.92,55,13,12.57,AU,1628741279
611,marsaxlokk,35.8419,14.5431,84.07,57,0,4.61,MT,1628741279
612,namie,37.4833,141.0,79.72,88,100,2.82,JP,1628741279
613,saint anthony,45.0205,-93.218,73.02,59,1,1.01,US,1628741280
614,babstovo,48.1167,132.4833,76.26,44,25,1.79,RU,1628741280
615,sladkovo,55.5284,70.3385,56.86,63,0,16.96,RU,1628741280
616,ankazobe,-18.3167,47.1167,45.01,83,1,2.98,MG,1628741281
617,podor,16.6527,-14.9587,83.64,48,46,12.82,MR,1628741281
618,nauta,-4.5061,-73.5757,72.07,96,98,2.42,PE,1628741282
619,chadiza,-14.0678,32.4392,48.87,82,0,2.89,ZM,1628741283
620,chimoio,-19.1164,33.4833,53.28,93,0,2.93,MZ,1628741283
621,college,64.8569,-147.8028,67.95,57,75,4.61,US,1628741283
622,campoverde,-8.4753,-74.8058,74.8,73,92,2.82,PE,1628741284
623,bahir dar,11.5936,37.3908,59.31,90,56,2.93,ET,1628741284
624,coihaique,-45.5752,-72.0662,33.75,86,1,5.75,CL,1628741285
625,eureka,40.8021,-124.1637,76.75,86,48,1.01,US,1628741285
626,berlevag,70.8578,29.0864,57.2,90,73,11.32,NO,1628741285
627,izhma,65.0083,53.9113,59.2,73,100,6.67,RU,1628741286
628,korem,12.5058,39.5228,58.37,76,20,0.6,ET,1628741287
629,belmonte,-15.8631,-38.8828,66.7,86,10,3.09,BR,1628741288
630,nalbari,26.4456,91.4354,85.98,88,100,8.75,IN,1628741288
631,moba,33.2288,105.0179,59.85,85,100,1.07,CN,1628741289
632,qeshm,26.9581,56.2719,93.07,81,4,10.54,IR,1628741289
